,VideoID,ChannelID,CategoryID,VideoTitle,ChannelTitle,CategoryName,ViewCount,LikeCount,DislikeCount,Duration
3378,odtAJ14ZiS4,UCNfws6r5fbVayJBoAGTTffg,17,"Nick Diaz ""Stockton's Best"" 2016 HD Highlight",Craig David Mack,Sports,283216,2590,0,290.0
3379,RrDUMSWhf1E,UCeKubA7j7SVyCij5vulPTCQ,17,Nick Diaz vs Carlos Condit - Highlights (Classic Fight),JC ENTERTAINMENT,Sports,23625,317,0,219.0
3380,6KsxocPax4A,UCjDChQtI4U0I2ZKMZKUWkYQ,22,"Nick Diaz Highlight || ""Become the Evil Villain""",DCB Prod.,People & Blogs,1373443,14168,0,220.0
3381,CYHsyRQ2XiY,UC0KsTfJAG4fU8R922gWW-WA,17,"The Diaz Brothers ""LEGENDARY""",1ron4mbition,Sports,23689,660,0,121.0
3382,5XcpFB0TU6I,UCiSFMC2wjUIne9LKK8QKDPA,17,Nick Diaz Highlights - 5 Minutes of the Stockton Slap Master,MMA QUIRK,Sports,531,14,0,338.0
3383,61tcNgtufLE,UCmK3U2eMjUYL4io-pn6ybDQ,17,Nick Diaz highlights,Deitz Nuts,Sports,3821,22,0,213.0
3384,ewUvwRAezTQ,UCHMWE2EuTXOkQj9J2qegFMw,17,Nick Diaz Highlights 2021 HD,Mma Highlights,Sports,1280,23,0,213.0
3385,m_GIcD3ZsFU,UCbCmjCuTUZos6Inko4u57UQ,27,Clean Up Song + More Nursery Rhymes & Kids Songs - CoComelon,Cocomelon - Nursery Rhymes,Education,83070651,283897,0,2240.0
3386,ZoL-o86KraM,UCCCZahcOPA9xrxMgMzLEyTA,28,Randy L. Buckner: In Pursuit of Precisely Resolved Networks of the Mind,MGH Martinos Center,Science & Technology,524,7,0,924.0
3387,pUu0FWlMpgk,UCbCmjCuTUZos6Inko4u57UQ,27,London Bridge is Falling Down | CoComelon Nursery Rhymes & Kids Songs,Cocomelon - Nursery Rhymes,Education,980977277,2012877,0,155.0
3388,I-nLZ68-c3g,UCbCmjCuTUZos6Inko4u57UQ,27,Humpty Dumpty | CoComelon Nursery Rhymes & Kids Songs,Cocomelon - Nursery Rhymes,Education,440056588,1205663,0,164.0
3389,n38kGst16sI,UCbCmjCuTUZos6Inko4u57UQ,27,Twinkle Twinkle Little Star | CoComelon Nursery Rhymes & Kids Songs,Cocomelon - Nursery Rhymes,Education,1833509219,5521931,0,196.0
3390,Wm4R8d0d8kU,UCbCmjCuTUZos6Inko4u57UQ,27,Old MacDonald | CoComelon Nursery Rhymes & Kids Songs,Cocomelon - Nursery Rhymes,Education,1700666813,5662283,0,170.0
3391,zPF7SYdca_w,UCg7ABWP7MUYBWkY0vBtVJwA,1,两只老虎 + 更多 | 經典兒歌 | 兒童歌曲合集 | 幼兒音樂 | 童謠串燒 | 貝樂虎BabyTiger,貝樂虎-兒歌童謠-卡通動畫-經典故事,Film & Animation,4819956,12869,0,2500.0
3392,o78u4NwpVCY,UCTQxna1ylnx_4lbsQ_uPkAA,27,采蘑菇的小姑娘 | 最新儿歌童谣 | 中文经典儿歌 | 卡通动画 | 开心儿歌 | Chinese kids nursery rhymes | Learn Chinese | Kids Whiz,Kids Whiz,Education,146230,429,0,197.0
3393,_NANd_oZWrM,UCbCmjCuTUZos6Inko4u57UQ,27,Down By The Station Song + More Nursery Rhymes & Kids Songs - CoComelon,Cocomelon - Nursery Rhymes,Education,29841848,138366,0,2175.0
3394,WRVsOCh907o,UCbCmjCuTUZos6Inko4u57UQ,27,Bath Song | CoComelon Nursery Rhymes & Kids Songs,Cocomelon - Nursery Rhymes,Education,6185223360,16248131,0,173.0
3395,xEJceUPDhh4,UCbCmjCuTUZos6Inko4u57UQ,27,Jack Be Nimble | CoComelon Nursery Rhymes & Kids Songs,Cocomelon - Nursery Rhymes,Education,521750080,1462642,0,131.0
3396,fUeEnkjKyDs,UCI-txlLrTbmwQS6ZMBP6OHQ,22,Mindfulness Meditation  Breathing anchor,Teik Yen Ko,People & Blogs,874203,2867,0,491.0
3397,6hZIzMpHl-c,UCX32D3gKXENrhOXdZjWWtMA,26,30 min Beginner Yoga - Full Body Yoga Stretch No Props Needed,Yoga with Kassandra,Howto & Style,4067352,65621,0,1805.0
3398,-LL62u6-OjY,UCc0Dm2nKfy1dtBOaX4EEeWQ,27,The Cat In the Hat by Dr. Seuss Read Aloud,Storytime with Miss Jeannie,Education,2844569,10205,0,588.0
3399,EdWesdMfyd4,UCvQagFNHMrGgQpYunk4rHXg,27,The Lorax - Read Aloud Picture Book | Brightly Storytime,Brightly Storytime,Education,5381955,18601,0,1099.0
3400,YOpKuQO1FkA,UCvQagFNHMrGgQpYunk4rHXg,27,How the Grinch Stole Christmas - Read Aloud Picture Book | Brightly Storytime,Brightly Storytime,Education,5054807,14616,0,908.0
3401,p46XbyC_5ao,UCpzi4Oa1hky_QK08M2AVvYA,22,Twas The Night Before Christmas as told by Perry Como,candlelitdreamz,People & Blogs,2022574,7410,0,246.0
3402,g4Y1IpCGHss,UCHqQruhGENdmWy_oeH1f8QA,10,'Twas The Night Before Christmas - Narrated by Michael Bublé,Michael Bublé,Music,2547286,10945,0,206.0
3403,EIzazUv2gtI,UCWOA1ZGywLbqmigxE4Qlvuw,24,The Devil All The Time starring Tom Holland & Robert Pattinson | Official Trailer | Netflix,Netflix,Entertainment,16901220,396774,0,165.0
3404,EIzazUv2gtI,UCWOA1ZGywLbqmigxE4Qlvuw,24,The Devil All The Time starring Tom Holland & Robert Pattinson | Official Trailer | Netflix,Netflix,Entertainment,16901220,396774,0,165.0
3405,LRDPo0CHrko,UCWOA1ZGywLbqmigxE4Qlvuw,24,The Power of the Dog | Official Trailer | Netflix,Netflix,Entertainment,4259423,20042,0,140.0
3406,uxFJvlWqphM,UCi8e0iOVk1fEOogdfu4YgfA,1,"The Giver Official Trailer #2 (2014) - Meryl Streep, Jeff Bridges Movie HD",Rotten Tomatoes Trailers,Film & Animation,3243494,14457,0,152.0
3407,BmD6BAQjDzY,UCAULCo55sioPwmAeI6NVSkg,1,The Witch : Part 1. The Subversion (2018),KoreanFilmBiz KoBiz,Film & Animation,2059602,10209,0,78.0
3408,i6cTCgjMpzs,UCk2hNddcrBOJ_vwlFohhP-Q,22,It's Easier to Get Into Mexico Than Costco : Jimmy O. Yang,Laugh Society,People & Blogs,10278460,245669,0,271.0
3409,NiFuJV2GLkY,UCWOA1ZGywLbqmigxE4Qlvuw,24,Sweet Girl | Official Trailer | Netflix,Netflix,Entertainment,6708620,96525,0,165.0
3410,J365hQpaWRw,UCWOA1ZGywLbqmigxE4Qlvuw,24,The Witcher: Nightmare of the Wolf | Official Trailer | Netflix,Netflix,Entertainment,2496560,69957,0,136.0
3411,tUQNlFDDN9U,UCjcqzy7MSaN2KPnzOKIcpEQ,1,Kurup Tamil Trailer | Dulquer Salmaan | Srinath Rajendran | Wayfarer Films | MStar Entertainments,Dulquer Salmaan,Film & Animation,2005328,78401,0,129.0
3412,GCIZtxfAfsY,UCX32D3gKXENrhOXdZjWWtMA,26,10 min Morning Yoga Flexibility Flow - Yoga with Kassandra,Yoga with Kassandra,Howto & Style,562347,15187,0,823.0
3413,6QApekBBEE4,UCiMIExEH9FVbAtqGedldyQg,22,Introducing The Hot Yoga Dome,,People & Blogs,129654,114,0,34.0
3414,6QApekBBEE4,UCiMIExEH9FVbAtqGedldyQg,22,Introducing The Hot Yoga Dome,,People & Blogs,129654,114,0,34.0
3415,d1bLDSH5n-U,UCAA3ad00x_gwtQhX4QQktVg,27,2022 - 100 Civics Questions (2008 VERSION) for the U.S. Citizenship Test   (5),Essa Group,Education,2972280,0,0,2232.0
3416,d1bLDSH5n-U,UCAA3ad00x_gwtQhX4QQktVg,27,2022 - 100 Civics Questions (2008 VERSION) for the U.S. Citizenship Test   (5),Essa Group,Education,2972280,0,0,2232.0
3417,Fo6oU4DfdH0,UC9vLdyHatOhRrCwQXq3HmQQ,27,10 Minutes to Start Your Day Right! - Motivational Speech By Oprah Winfrey [YOU NEED TO WATCH THIS],Motivation Ark,Education,3569653,80108,0,557.0
3418,bIFTE9cIS3c,UCAA3ad00x_gwtQhX4QQktVg,27,2022 - 100 Civics Questions (2008 version) for the U.S. Citizenship Test  (3),Essa Group,Education,1329454,0,0,1317.0
3419,S_suZ7xajZw,UCAA3ad00x_gwtQhX4QQktVg,27,2022 - 100 Civics Questions (2008 version) for the U.S. Citizenship Test,Essa Group,Education,1174134,0,0,1571.0
3420,S_suZ7xajZw,UCAA3ad00x_gwtQhX4QQktVg,27,2022 - 100 Civics Questions (2008 version) for the U.S. Citizenship Test,Essa Group,Education,1174134,0,0,1571.0
3421,S_suZ7xajZw,UCAA3ad00x_gwtQhX4QQktVg,27,2022 - 100 Civics Questions (2008 version) for the U.S. Citizenship Test,Essa Group,Education,1174134,0,0,1571.0
3422,lGvZpYGbkJ4,UCOKrF2NnYCvkggZdMtDitFw,27,2022 Official 2008 Version USCIS 100 Civics Test (Quiz) U.S. Citizenship: Easy Answer (Random) 07,U.S. Citizenship Help Guide,Education,208691,2705,0,1122.0
3423,aw6krfFNIk0,UCk2s76iR0ZwSELKAVSCoB6g,22,2023- U.S. Citizenship Interview Test Practice [ 2008 Version] N-400 Form,Mage - Citizenship,People & Blogs,731123,10855,0,1309.0
3424,-U72FWz2YCg,UC1ZUJIWDf-3ItBo8301YF-A,28,Fundamentals of the NIH Grant Process and Need to Know Resources,NIH Grants,Science & Technology,37941,214,0,2047.0
3425,-U72FWz2YCg,UC1ZUJIWDf-3ItBo8301YF-A,28,Fundamentals of the NIH Grant Process and Need to Know Resources,NIH Grants,Science & Technology,37941,214,0,2047.0
3426,v5ijNXvlC5A,UCkhm72fuzkS9fYGlGpEmj7A,28,Modern Time Series Analysis | SciPy 2019 Tutorial | Aileen Nielsen,Enthought,Science & Technology,178964,3977,0,11533.0
3427,v5ijNXvlC5A,UCkhm72fuzkS9fYGlGpEmj7A,28,Modern Time Series Analysis | SciPy 2019 Tutorial | Aileen Nielsen,Enthought,Science & Technology,178964,3977,0,11533.0
3428,v5ijNXvlC5A,UCkhm72fuzkS9fYGlGpEmj7A,28,Modern Time Series Analysis | SciPy 2019 Tutorial | Aileen Nielsen,Enthought,Science & Technology,178964,3977,0,11533.0
3429,v5ijNXvlC5A,UCkhm72fuzkS9fYGlGpEmj7A,28,Modern Time Series Analysis | SciPy 2019 Tutorial | Aileen Nielsen,Enthought,Science & Technology,178964,3977,0,11533.0
3430,lAOGtr0pM6Q,UC_NQ14VoXhmabaSZ4RWgKWw,28,NIH Tips for Applicants,National Institutes of Health (NIH),Science & Technology,30263,101,0,278.0
3431,awrZtZ49_bg,UC-0CzRZeML8zw4pFTVDq65Q,17,"15 minute Yoga for your Period, Menstruation, Cramps & PMS",SarahBethYoga,Sports,2022520,36254,0,899.0
3432,N8HzNcJbLEs,UCF3fMX-IfPzfmM4c1wKEYOg,27,Examen de Ciudadanía Americana 2021 - 100 Preguntas y Repuetas - UNA REPUETA FÁCIL,US Citizenship Test,Education,183348,2095,0,1072.0
3433,IvRkKw7yCW8,UCF3fMX-IfPzfmM4c1wKEYOg,27,100 Civics Questions for US Citizenship Test 2021 - Random Order,US Citizenship Test,Education,209264,2114,0,1165.0
3434,IvRkKw7yCW8,UCF3fMX-IfPzfmM4c1wKEYOg,27,100 Civics Questions for US Citizenship Test 2021 - Random Order,US Citizenship Test,Education,209264,2114,0,1165.0
3435,FwCyw10pJFM,UCFIPBP94wEfZemSaonc9-0g,22,Phil & Helen are having a BABY! - Lunch Break!,More Wong Fu,People & Blogs,103792,2260,0,1181.0
3436,T12LNcJj5BI,UCOKrF2NnYCvkggZdMtDitFw,27,2023 U.S. Citizenship Official USCIS Civics Test (Practice Quiz) One Easy Answer (Random Order) 06,U.S. Citizenship Help Guide,Education,1706720,19382,0,1063.0
3437,j6bdmf2UykI,UCMYuPDs9NnnhDi3By_vjcUg,24,"Danielle Bassett, University of Pennsylvania",SAMSI Institute,Entertainment,451,9,0,3705.0
3438,2iG-Cs0m1uY,UCVVuAYyOt54zkIT0sezX-4Q,27,Danielle Bassett Interview - Schrödinger at 75: The Future of Biology,Trinity College Dublin,Education,701,13,0,210.0
3439,OMu6OKF5Z1k,UCFKE7WVJfvaHW5q283SxchA,26,Yoga Morning Fresh  |  35-Minute Morning Yoga | Yoga With Adriene,Yoga With Adriene,Howto & Style,7903407,102855,0,2168.0
3440,hqwHZbFZSpo,UCmQ7WxOEAdmxcE8TXMYHWOg,22,Yoga for Cold and Cough Relief,Caren Hope,People & Blogs,112214,2843,0,1493.0
3441,44YCtt1U5_k,UCopoGiB2Mgu3ShnEWnGEAcw,2,How to Setup Text Messages,John Ashworth,Autos & Vehicles,267994,295,0,183.0
3442,vnyfyVbMvug,UCF3fMX-IfPzfmM4c1wKEYOg,27,100 Civics Questions for the US Citizenship Test 2021 - One Easy Answer,US Citizenship Test,Education,784849,7793,0,1165.0
3443,vnyfyVbMvug,UCF3fMX-IfPzfmM4c1wKEYOg,27,100 Civics Questions for the US Citizenship Test 2021 - One Easy Answer,US Citizenship Test,Education,784849,7793,0,1165.0
3444,F47hdaNXwT4,UCFKE7WVJfvaHW5q283SxchA,26,Movement Medicine - Energy Practice - Yoga With Adriene,Yoga With Adriene,Howto & Style,5312450,69261,0,1021.0
3445,p433HzhvB44,UCFKE7WVJfvaHW5q283SxchA,26,Yoga For Gut Health  |  18-Minute Home Yoga Practice,Yoga With Adriene,Howto & Style,2572201,47441,0,1077.0
3446,5TVJPh_hrIU,UCo_IB5145EVNcf8hw1Kku7w,20,"The Game Theory $1,000,000 Challenge for St. Jude! ft. MrBeast, Dream, Markiplier & more!",,Gaming,3533950,161391,0,34825.0
3447,FUYeK1ufJfY,UCAA3ad00x_gwtQhX4QQktVg,27,2022 - 100 Civics Questions (2008 VERSION) for the U.S. Citizenship Test  (7),Essa Group,Education,1006606,0,0,1403.0
3448,DCNOJmmHLkQ,UCsT0YIqwnpJCM-mx7-gSA4Q,29,"Self-Love, be Intentional | Caitlyn Roux | TEDxYouth@CapeTown",TEDx Talks,Nonprofits & Activism,1902773,76294,0,534.0
3449,aJLRODdQ92Q,UC5G3iPIJk_s7El-ck-BL1wA,27,Ole Jensen - Research that matters,University of Birmingham,Education,1297,17,0,145.0
3450,-ZCYUECYfiA,UC5G3iPIJk_s7El-ck-BL1wA,27,Professor Ole Jensen - Winner of the 2018 Joseph Chamberlain Award for Academic Advancement,University of Birmingham,Education,274,2,0,66.0
3451,SfUgSwT8H4Y,UC5G3iPIJk_s7El-ck-BL1wA,27,Are quantum sensors the key to understanding dementia?,University of Birmingham,Education,529,9,0,104.0
3452,-CStnJWmv-o,UCCLn0pCzpY-kTYURanhcjtQ,28,"Prof. Ole Jensen, PhD | Coupling between frontal gamma and posterior alpha oscillations...",MPI für empirische Ästhetik / MPI for Empirical Aesthetics,Science & Technology,169,3,0,2687.0
3453,215x5NysGLE,UC63xCxvelw3fSFj6mhFHM2w,28,Neural evidence for lexical parafoveal processing,Neuronal Oscillations,Science & Technology,145,2,0,597.0
3454,bKCpjH0T87M,UC63xCxvelw3fSFj6mhFHM2w,28,No evidence for entrainment of gamma oscillations,Neuronal Oscillations,Science & Technology,248,6,0,774.0
3455,VbNy6SS98wo,UCAA3ad00x_gwtQhX4QQktVg,27,2022 - 100 Civics Questions (2008 version) for the U.S. Citizenship Test   (4),Essa Group,Education,2687741,0,0,2357.0
3456,wxkEF4W66Qk,UC63xCxvelw3fSFj6mhFHM2w,28,Predictions (preactivation) during language comprehension,Neuronal Oscillations,Science & Technology,78,1,0,750.0
3457,UnW52iopZcw,UCuRhXjrd0dWmZJHgvPANgkg,22,ryan reynolds effortlessly hilarious interview clips,idjit,People & Blogs,23760185,406951,0,466.0
3458,YLE85olJjp8,UCWOA1ZGywLbqmigxE4Qlvuw,24,6 Underground starring Ryan Reynolds | Official Trailer | Netflix,Netflix,Entertainment,13400258,149859,0,198.0
3459,uaaC57tcci0,UCWOA1ZGywLbqmigxE4Qlvuw,24,The Social Dilemma | Official Trailer | Netflix,Netflix,Entertainment,10852488,213912,0,155.0
3460,bB2QlJKmbyo,UCbSWf4PKXPbMHe-rPIBD0bQ,24,Dhamaka | Official Trailer | Kartik A | Mrunal T | Ram Madhvani | Ronnie Screwala | 19th Nov 2021,RSVP Movies,Entertainment,287168,2641,0,143.0
3461,NkTALg2KRHE,UCk2s76iR0ZwSELKAVSCoB6g,27,Practice Your U.S. Citizenship Interview and Same-Day Oath Ceremony 2023 ll N-400 Interview,Mage - Citizenship,Education,369463,5145,0,1330.0
3462,iJmMYKawW1A,UCk2s76iR0ZwSELKAVSCoB6g,27,"Practice Your US Citizenship Interview 2023 [100 Civics Question, Reading and Writing test] N-400",Mage - Citizenship,Education,1738516,16636,0,874.0
3463,b1H3xO3x_Js,UCFKE7WVJfvaHW5q283SxchA,26,Full Body Flow  |  20-Minute Yoga Practice,Yoga With Adriene,Howto & Style,13381723,125589,0,1158.0
3464,dP6KiffQ5Uc,UCzQKo_TBZ81s9xTM16f7ZBA,22,DISCOURSE in Psychosis 2021 Seminar: MacWhinney/Sommer- Language Data Bank in Psychosis,DISCOURSE WebTeam,People & Blogs,85,0,0,5980.0
3465,dP6KiffQ5Uc,UCzQKo_TBZ81s9xTM16f7ZBA,22,DISCOURSE in Psychosis 2021 Seminar: MacWhinney/Sommer- Language Data Bank in Psychosis,DISCOURSE WebTeam,People & Blogs,85,0,0,5980.0
3466,ufeY2w_fqRg,UCAA3ad00x_gwtQhX4QQktVg,27,2022 - 100 Civics Questions (2008 VERSION) for the U.S. Citizenship Test  (9),Essa Group,Education,608628,8303,0,2275.0
3467,v4-jT2aV1cE,UCAA3ad00x_gwtQhX4QQktVg,27,2022 - 100 Civics Questions (2008 VERSION) for the U.S. Citizenship Test  (8),Essa Group,Education,735994,10723,0,1555.0
3468,7DxKsNYfLGo,UCAA3ad00x_gwtQhX4QQktVg,27,2022 - 100 Civics Questions (2008 version) for the U.S. Citizenship Test  (2),Essa Group,Education,9299821,99580,0,1973.0
3469,i8i2QxE8cis,UCAA3ad00x_gwtQhX4QQktVg,27,2022 - 100 Civics Questions (2008 VERSION) for the U.S. Citizenship Test  (6),Essa Group,Education,803389,0,0,2054.0
3470,wX7yAaPapkE,UCX32D3gKXENrhOXdZjWWtMA,17,"15 min Yoga for PMS, Menstrual Cramps, Bloating & Low Back Discomfort",Yoga with Kassandra,Sports,224472,5587,0,891.0
3471,vSXNlOj5dH4,UC6FYCVath84rVzs99Ecfxyw,28,Michael Ibbotson - Understanding attention and predictive coding circuits [2015],INCF,Science & Technology,2178,24,0,1898.0
3472,vSXNlOj5dH4,UC6FYCVath84rVzs99Ecfxyw,28,Michael Ibbotson - Understanding attention and predictive coding circuits [2015],INCF,Science & Technology,2178,24,0,1898.0
3473,iNMbsvK8Q8Y,UCLNQzXAfcH8H8cMmG0sfV6g,28,Modeling Data Streams Using Sparse Distributed Representations,Numenta,Science & Technology,23096,253,0,1507.0
3474,GIGqp6_PG6k,UC1_LRrktcdjCK3u0lptkPVw,28,"Firing Neurons | Cell Dance 2010, Public Outreach Video Winner",BioTechniques,Science & Technology,339840,1412,0,236.0
3475,ZueXhzQS1k4,UC09tkerGeKBOC3ummtENfJw,28,JNeurosci Progressions: Dr. Nancy Kanwisher,Society for Neuroscience,Science & Technology,3425,122,0,476.0
3476,MTPE4k8X2tk,UCUR_LsXk7IYyueSnXcNextQ,28,Intuition about phase synchronization,Mike X Cohen,Science & Technology,11046,269,0,793.0
3477,CvAbPtbjxhw,UCcKUMCGFL4d8WKIJYSaxPYw,28,"Debate: ""Does Hierarchical Predictive Coding Explain Perception?"" (Clark, Heeger, Melloni, Rescorla)","NYU Center for Mind, Brain and Consciousness",Science & Technology,9102,239,0,7234.0
3478,CvAbPtbjxhw,UCcKUMCGFL4d8WKIJYSaxPYw,28,"Debate: ""Does Hierarchical Predictive Coding Explain Perception?"" (Clark, Heeger, Melloni, Rescorla)","NYU Center for Mind, Brain and Consciousness",Science & Technology,9102,239,0,7234.0
3479,j_8rT3naXgM,UC02JVlQ2lgNFRL1BD6BAtpw,28,How to identify electrode locations using BioImage Suite,DavidGroppe,Science & Technology,1073,6,0,408.0
3480,7f7hq8MlxzY,UC02JVlQ2lgNFRL1BD6BAtpw,28,iELVis Overview,DavidGroppe,Science & Technology,780,6,0,163.0
3481,WKNHnlpHV4c,UCX32D3gKXENrhOXdZjWWtMA,26,10 min Beginner Yoga for Digestion - Yoga for Gut Health,Yoga with Kassandra,Howto & Style,238074,6277,0,670.0
3482,85Jfk29BsuU,UCX32D3gKXENrhOXdZjWWtMA,26,10 min Morning Yoga for Strength - FULL BODY Yoga Workout NO PROPS,Yoga with Kassandra,Howto & Style,150486,5470,0,829.0
3483,4C-gxOE0j7s,UCFKE7WVJfvaHW5q283SxchA,26,5-Minute Morning Yoga - Yoga With Adriene,Yoga With Adriene,Howto & Style,9334716,78148,0,350.0
3484,8oyy5jmz8Ws,UCmzAvLjPYUfY0ELVz-TOPbw,27,Elias Issa - 2016 CCN Workshop: Predictive Coding,Dartmouth,Education,2363,14,0,3619.0
3485,5w8QEWA8wGM,UCI9hkQ3IzdObs-qeewp6d3w,22,1 hour loop of baby shark,Pinkfong! Kids songs and stories,People & Blogs,140042786,784899,0,4792.0
3486,a6LnYrxUf48,UCc1UqWMj7YZx1xd7041nfBw,28,Easy Drawing of Sine Graph using PowerPoint,RIVER crossing,Science & Technology,13520,53,0,85.0
3487,a6LnYrxUf48,UCc1UqWMj7YZx1xd7041nfBw,28,Easy Drawing of Sine Graph using PowerPoint,RIVER crossing,Science & Technology,13520,53,0,85.0
3488,X4CkdA-zOLg,UCqUSAgzlaCQCIcVQx69bYTQ,22,A Predictive Coding Account of the N400 ERP component (SNL 2021),Samer Nour Eddine,People & Blogs,141,5,0,894.0
3489,6q1Dzx4ESqo,UCPP6qQOxjg4EjOIGoi3YDqw,22,Why You Might Never Eat Cashews Again After Watching This,,People & Blogs,608320,2491,0,3626.0
3490,YEBgggrmuzw,UCVQkgbKHbwqb2410Efm_Ruw,28,Bingjiang Lyu & Lorraine Tyler | Leipzig Lectures on Language—Combinatorics 2021,Leipzig Lectures on Language,Science & Technology,242,9,0,3215.0
3491,mqe2nH1SIDg,UCX32D3gKXENrhOXdZjWWtMA,26,10 min Morning Yoga Stretch & Strength,Yoga with Kassandra,Howto & Style,429878,13031,0,743.0
3492,A4M0cZSrHzY,UCUR_LsXk7IYyueSnXcNextQ,28,Euler's formula and extracting power and phase,Mike X Cohen,Science & Technology,7621,97,0,1413.0
3493,A4M0cZSrHzY,UCUR_LsXk7IYyueSnXcNextQ,28,Euler's formula and extracting power and phase,Mike X Cohen,Science & Technology,7621,97,0,1413.0
3494,A4M0cZSrHzY,UCUR_LsXk7IYyueSnXcNextQ,28,Euler's formula and extracting power and phase,Mike X Cohen,Science & Technology,7621,97,0,1413.0
3495,A4M0cZSrHzY,UCUR_LsXk7IYyueSnXcNextQ,28,Euler's formula and extracting power and phase,Mike X Cohen,Science & Technology,7621,97,0,1413.0
3496,A4M0cZSrHzY,UCUR_LsXk7IYyueSnXcNextQ,28,Euler's formula and extracting power and phase,Mike X Cohen,Science & Technology,7621,97,0,1413.0
3497,A4M0cZSrHzY,UCUR_LsXk7IYyueSnXcNextQ,28,Euler's formula and extracting power and phase,Mike X Cohen,Science & Technology,7621,97,0,1413.0
3498,A4M0cZSrHzY,UCUR_LsXk7IYyueSnXcNextQ,28,Euler's formula and extracting power and phase,Mike X Cohen,Science & Technology,7621,97,0,1413.0
3499,ZMp5o_7gNvQ,UCX32D3gKXENrhOXdZjWWtMA,26,15 min Morning Yin Yoga - Wake Up & STRETCH!,Yoga with Kassandra,Howto & Style,277472,7711,0,1043.0
3500,ZP34IA0d8LI,UCX32D3gKXENrhOXdZjWWtMA,26,15 min Morning Sun Salutations Yoga Flow - Yoga with Kassandra,Yoga with Kassandra,Howto & Style,1916548,34857,0,860.0
3501,TcYbudqvGjY,UCX32D3gKXENrhOXdZjWWtMA,26,10 min SUNRISE Full Body Yoga – Day #15 (FULL BODY MORNING YOGA),Yoga with Kassandra,Howto & Style,617670,12489,0,761.0
3502,KsVwAs9LriQ,UCX32D3gKXENrhOXdZjWWtMA,26,10 min Flexibility Full Body Yoga Flow - Yoga with Kassandra,Yoga with Kassandra,Howto & Style,4514417,83137,0,777.0
3503,JtqIpWc7t1k,UCzQKo_TBZ81s9xTM16f7ZBA,22,DISCOURSE in Psychosis 2021 Seminar: Liddle/McKenna - The nature of fragmentation in schizophrenia,DISCOURSE WebTeam,People & Blogs,238,6,0,7019.0
3504,JtqIpWc7t1k,UCzQKo_TBZ81s9xTM16f7ZBA,22,DISCOURSE in Psychosis 2021 Seminar: Liddle/McKenna - The nature of fragmentation in schizophrenia,DISCOURSE WebTeam,People & Blogs,238,6,0,7019.0
3505,BwlSjg6ESdc,UCX32D3gKXENrhOXdZjWWtMA,26,10 min WAKE UP Full Body Yoga Stretch – Day #2 (MORNING YOGA STRETCHES),Yoga with Kassandra,Howto & Style,1768273,38486,0,758.0
3506,BwlSjg6ESdc,UCX32D3gKXENrhOXdZjWWtMA,26,10 min WAKE UP Full Body Yoga Stretch – Day #2 (MORNING YOGA STRETCHES),Yoga with Kassandra,Howto & Style,1768273,38486,0,758.0
3507,BwlSjg6ESdc,UCX32D3gKXENrhOXdZjWWtMA,26,10 min WAKE UP Full Body Yoga Stretch – Day #2 (MORNING YOGA STRETCHES),Yoga with Kassandra,Howto & Style,1768273,38486,0,758.0
3508,BwlSjg6ESdc,UCX32D3gKXENrhOXdZjWWtMA,26,10 min WAKE UP Full Body Yoga Stretch – Day #2 (MORNING YOGA STRETCHES),Yoga with Kassandra,Howto & Style,1768273,38486,0,758.0
3509,BwlSjg6ESdc,UCX32D3gKXENrhOXdZjWWtMA,26,10 min WAKE UP Full Body Yoga Stretch – Day #2 (MORNING YOGA STRETCHES),Yoga with Kassandra,Howto & Style,1768273,38486,0,758.0
3510,rJW26J6Abq4,UCX32D3gKXENrhOXdZjWWtMA,26,12 min Morning Power Yoga - CORE STRENGTH,Yoga with Kassandra,Howto & Style,277613,8920,0,759.0
3511,rJW26J6Abq4,UCX32D3gKXENrhOXdZjWWtMA,26,12 min Morning Power Yoga - CORE STRENGTH,Yoga with Kassandra,Howto & Style,277613,8920,0,759.0
3512,2F04gVFqsmw,UCY8_lgiZLZErZPF47a2hXMA,22,FlinkDTW: time-series pattern search at scale using Dynamic Time Warping - Christophe Salperwyck,Flink Forward,People & Blogs,6408,49,0,2505.0
3513,v_WLX0fu_UE,UCuOrWNE-U7CrcjdVjEwCCnA,27,What is Dynamic Time Warping,EpicFactFind,Education,32339,193,0,166.0
3514,5PbpK66ZQNQ,UCqeqBWx9-55jyLgqlGYgvJw,22,Wave Dao - Spirituality through math and science,AK1,People & Blogs,118,2,0,1844.0
3515,iq4zdUrO5fw,UCqeqBWx9-55jyLgqlGYgvJw,22,More of my research in action: Big Data Investigations of Astrology using Knime,AK1,People & Blogs,143,4,0,910.0
3516,CApzfqhN0KI,UCqeqBWx9-55jyLgqlGYgvJw,22,How to read the coming year with your birthday chart (part 2 of 2),AK1,People & Blogs,25,2,0,545.0
3517,nXGYM2dXHSc,UCqeqBWx9-55jyLgqlGYgvJw,22,"Statistics - Canonical Correlation 3, Post Hoc Analysis",AK1,People & Blogs,2173,60,0,952.0
3518,S3uDJBDbx3U,UCqeqBWx9-55jyLgqlGYgvJw,22,"Statistics - Canonical Correlation 2, Reporting",AK1,People & Blogs,5735,146,0,488.0
