,VideoID,ChannelID,CategoryID,VideoTitle,ChannelTitle,CategoryName,ViewCount,LikeCount,DislikeCount,Duration
1855,HeX_MH_Z-Bc,UC3LCokV1C_1HGI4W5rftmvQ,27,All Notion Databases Explained in Under 30 Minutes! (Full Guide),Productive Dude,Education,108411,3394,0,1741.0
1856,pNMBZHoNBWg,UCoOae5nYA7VqaXzerajD0lg,27,I Asked 15 Experts For Life Advice. Here's What I Learned.,Ali Abdaal,Education,344935,11346,0,926.0
1857,bJYHhI_bYp8,UC2Zs9v2hL2qZZ7vsAENsg4w,27,Falling behind in class SUCKS,Justin Sung,Education,13806,1071,0,31.0
1858,3mgCh7qrcf8,UC0vDvO-UpJBoa-fhvfWwN_g,17,MORNING YOGA For Energy & Calm | 13 Min Morning Stretch,Tana Yoga,Sports,19462,1204,0,832.0
1859,tBprEUMGhbc,UC-e2vamAeEPSPAKFHyK0pYg,22,Couch to Champion Program - Overview,,People & Blogs,15378,36,0,63.0
1860,fBwlncaF9zs,UCUFFHXvzAMRSD8Bq4bJppxQ,27,Work Isn't the Problem: 4 Habits Killing Your Motivation,Elizabeth Filips,Education,443973,19811,0,1022.0
1861,Q7t-NODaULg,UCUFFHXvzAMRSD8Bq4bJppxQ,27,You Don't Hate It: How to NOT Quit Everything You Start,Elizabeth Filips,Education,411214,23670,0,1144.0
1862,Q7t-NODaULg,UCUFFHXvzAMRSD8Bq4bJppxQ,27,You Don't Hate It: How to NOT Quit Everything You Start,Elizabeth Filips,Education,411214,23670,0,1144.0
1863,Q7t-NODaULg,UCUFFHXvzAMRSD8Bq4bJppxQ,27,You Don't Hate It: How to NOT Quit Everything You Start,Elizabeth Filips,Education,411214,23670,0,1144.0
1864,A2sS00egAzg,UCUFFHXvzAMRSD8Bq4bJppxQ,27,You're Not Lazy: How to Live a Chaotically Organised Life,Elizabeth Filips,Education,1767346,138612,0,815.0
1865,A2sS00egAzg,UCUFFHXvzAMRSD8Bq4bJppxQ,27,You're Not Lazy: How to Live a Chaotically Organised Life,Elizabeth Filips,Education,1767346,138612,0,815.0
1866,iU6bKSd4UMI,UC5NsPe2poaBRA0IPdTxJTQA,22,"OK honey, what would make this better for you?",Feelosophy with Elizabeth Filips,People & Blogs,3887,252,0,1470.0
1867,OOApGGWMNBw,UCralvBh1hSGRf4SrjS-mY7Q,26,Everyday Natural MakeUp In Under 10 Minutes with Jen Chae | Target Takes On,,Howto & Style,386614,0,0,772.0
1868,IhfxUm3cmuM,UCoOae5nYA7VqaXzerajD0lg,27,What Am I Doing With My Life?,Ali Abdaal,Education,229993,6745,0,2558.0
1869,ELavuz3btaE,UCoOae5nYA7VqaXzerajD0lg,27,How to Make Productivity More Fun,Ali Abdaal,Education,210622,10147,0,740.0
1870,UfbxIBNqGW8,UCUFFHXvzAMRSD8Bq4bJppxQ,27,How I turned my life around in my 20s,Elizabeth Filips,Education,178211,8385,0,788.0
1871,j8xHkNwq8t8,UCUFFHXvzAMRSD8Bq4bJppxQ,27,How I Became Confident (as an introvert),Elizabeth Filips,Education,84826,4033,0,1341.0
1872,j8xHkNwq8t8,UCUFFHXvzAMRSD8Bq4bJppxQ,27,How I Became Confident (as an introvert),Elizabeth Filips,Education,84826,4033,0,1341.0
1873,9j0sKysSJAQ,UC0vDvO-UpJBoa-fhvfWwN_g,17,Morning Yoga Flow: 12 minute Chest Opening Yoga Sequence | Yoga Challenge DAY 4,Tana Yoga,Sports,7058,342,0,744.0
1874,jOxXGuwIHGQ,UC0vDvO-UpJBoa-fhvfWwN_g,17,VINYASA YOGA FLOW Focusing on TWISTS: Yoga Stretch For Length + Strength | Tana Yoga,Tana Yoga,Sports,18296,934,0,982.0
1875,RBcEpsTmT8Y,UCoOae5nYA7VqaXzerajD0lg,27,How To Beat Imposter Syndrome,Ali Abdaal,Education,334404,19706,0,775.0
1876,3LXUVa4ugwc,UCoOae5nYA7VqaXzerajD0lg,27,My Toxic Relationship With Productivity,Ali Abdaal,Education,290833,13779,0,1208.0
1877,sR-2zzJu6Kg,UCUFFHXvzAMRSD8Bq4bJppxQ,27,How I Stopped Caring About What People Think,Elizabeth Filips,Education,85842,5030,0,620.0
1878,9YGRAp-08Jc,UCyEEqjhf3NeujoC73yUZbKw,26,Premium On-Demand Yoga Classes 🧘🏽 Try YA Classes Today,YouAligned,Howto & Style,30423,84,0,30.0
1879,fmjB9F6fTRs,UC5NsPe2poaBRA0IPdTxJTQA,22,How I stopped comparing myself to others,Feelosophy with Elizabeth Filips,People & Blogs,26290,1393,0,1157.0
1880,STZTUQ78A_g,UCUFFHXvzAMRSD8Bq4bJppxQ,27,"Money, Accents & Privacy - Answering Your Assumptions About Me - 10,000 Subscribers!",Elizabeth Filips,Education,132380,5691,0,881.0
1881,eXcfkcG4Ee0,UCUFFHXvzAMRSD8Bq4bJppxQ,27,Read Philosophy Books. It Will Change Your Brain.,Elizabeth Filips,Education,425241,22872,0,675.0
1882,ouytzhjWSSY,UC-cY4X2sLECUhishGNiyofQ,24,I've Got a Boo Boo! | Sing Along with Bebefinn | Healthy Habits | The Boo Boo Song,Bebefinn - Nursery Rhymes & Kids Songs,Entertainment,63393704,138078,0,3162.0
1883,cws1y7pNkzE,UC-cY4X2sLECUhishGNiyofQ,24,🎃 Halloween Costume Party | Trick or Treat with Bebefinn and Witch | Nursery Rhymes for Kids,,Entertainment,6658320,7181,0,200.0
1884,n5XSaoFB0a8,UC3VWHYS6atML3nKVUmEr0lA,22,If I Were Starting A YouTube Channel Today // 15 things I wish I would have known getting started,Cathrin Manning,People & Blogs,1410024,68157,0,851.0
1885,9DH4pAg1qaQ,UCoOae5nYA7VqaXzerajD0lg,27,The Greatest Enemy of Success - Ego is the Enemy,Ali Abdaal,Education,242379,10967,0,941.0
1886,q9NpPnAcstY,UC0vDvO-UpJBoa-fhvfWwN_g,17,20 Min FULL BODY YOGA WORKOUT For Strength + Tone | Full Body Workout No Equipment (Strong🔥),Tana Yoga,Sports,66388,2753,0,1333.0
1887,YUwzySHS7DI,UCG2LiPxfkyjrKC9TmUS37cw,26,5 Ways to Add IMAGES in Notion | Notion Tutorial,4 Minute Answers,Howto & Style,20734,245,0,204.0
1888,JSOJDVugIQ0,UCUFFHXvzAMRSD8Bq4bJppxQ,27,How I Stay Sane: My Mental Hygiene Routine,Elizabeth Filips,Education,277347,13109,0,1565.0
1889,3rKIRUm5oV4,UCbCmjCuTUZos6Inko4u57UQ,27,I Spy Song + More Nursery Rhymes & Kids Songs - CoComelon,Cocomelon - Nursery Rhymes,Education,20568789,87577,0,3290.0
1890,WQXd6b5NTm8,UCt8Hc987nM8ILxwwIXBK8yA,22,"""People can't magically change their gender"" - Ben Shapiro || #shorts",Rewind MOTIVATION,People & Blogs,32307142,1523531,0,48.0
1891,K-4kCv2z0NE,UCk2U-Oqn7RXf-ydPqfSxG5g,22,This text will improve any relationship | Mel Robbins #Shorts,Mel Robbins,People & Blogs,2332210,125638,0,60.0
1892,gfZmvllWVwY,UCbCmjCuTUZos6Inko4u57UQ,27,Halloween Song Dance! | Dance Party | CoComelon Nursery Rhymes & Kids Songs,Cocomelon - Nursery Rhymes,Education,15668213,52608,0,159.0
1893,gX-a1I1f6wY,UC_1N84buVNgR_-3gDZ9Jtxg,10,Old MacDonald's Haunted Farm,Cocomelon - Topic,Music,2616335,4905,0,142.0
1894,pUmuBfkqBY0,UCoOae5nYA7VqaXzerajD0lg,27,Why I Left Medicine (And Why I'm Going Back),Ali Abdaal,Education,472478,20688,0,1401.0
1895,1wnUuWvN6oo,UCfJrdVVcWZMHLC--a4ovLLQ,26,Habits I regret not starting sooner in my 20s,Tim Dessaint,Howto & Style,1843488,79370,0,703.0
1896,k3ydHLlSQ3A,UC1CXs5dtO8_Zrsm-48saJfg,27,How to Change Minds: The 1 minute exercise (with examples),Vicky Zhao [BEEAMP],Education,17471,825,0,1296.0
1897,tFjlrX57kCc,UCUFFHXvzAMRSD8Bq4bJppxQ,27,Why books are better than school,Elizabeth Filips,Education,64743,3777,0,703.0
1898,JixfqKYt7dY,UC0vDvO-UpJBoa-fhvfWwN_g,17,Yoga Flow For Energy | FLUID +  Dynamic + Strong Yoga Flow,Tana Yoga,Sports,13572,937,0,1508.0
1899,zBWXN6NWcrY,UCnd94o169CbOIJyiEUkTL2A,28,Lucidchart Tutorial: Top Tips and Tricks for Lucidchart,Lucid Software,Science & Technology,89556,549,0,2361.0
1900,zBWXN6NWcrY,UCnd94o169CbOIJyiEUkTL2A,28,Lucidchart Tutorial: Top Tips and Tricks for Lucidchart,Lucid Software,Science & Technology,89556,549,0,2361.0
1901,T5uLL9Tt8nQ,UCUFFHXvzAMRSD8Bq4bJppxQ,27,Why Students Shouldn't Buy iPads,Elizabeth Filips,Education,458096,10459,0,537.0
1902,pVg2WvEtEWQ,UCoOae5nYA7VqaXzerajD0lg,27,How to Figure Out What to Do With Your Life #shorts,Ali Abdaal,Education,295528,24143,0,38.0
1903,pVg2WvEtEWQ,UCoOae5nYA7VqaXzerajD0lg,27,How to Figure Out What to Do With Your Life #shorts,Ali Abdaal,Education,295528,24143,0,38.0
1904,pVg2WvEtEWQ,UCoOae5nYA7VqaXzerajD0lg,27,How to Figure Out What to Do With Your Life #shorts,Ali Abdaal,Education,295528,24143,0,38.0
1905,pVg2WvEtEWQ,UCoOae5nYA7VqaXzerajD0lg,27,How to Figure Out What to Do With Your Life #shorts,Ali Abdaal,Education,295528,24143,0,38.0
1906,XEXfiUcseOA,UCzAF54cHk1ZO82af-8E3qOQ,27,We Answered The Internet's Toughest UX Design Questions...,CareerFoundry,Education,10330,300,0,958.0
1907,1PHnzrhAnfw,UCzAF54cHk1ZO82af-8E3qOQ,27,How To Get Started In UX Design - A Full 7-Step Guide (2023),CareerFoundry,Education,127154,4574,0,1791.0
1908,MGDmiJGpfDM,UCXgOG9nK9jm1oVgTp_e-4nQ,27,Top Common UX Design Career Paths | Which Do You Want to Take?,Tiffany,Education,16367,743,0,347.0
1909,9H-wLx0MHYI,UCUFFHXvzAMRSD8Bq4bJppxQ,27,22 books to read in 2023 (that'll make you LOVE life),Elizabeth Filips,Education,482488,17139,0,1429.0
1910,ZFZ68SqI6S0,UCw2eFQ3rtC8wy8y3jCGFwEg,22,Watch your wrinkles disappear with the SBLA BEAUTY Facial Sculpting Wand,,People & Blogs,595929,274,0,29.0
1911,96pSnIo4nDg,UCUFFHXvzAMRSD8Bq4bJppxQ,27,Why I Have a Second Brain,Elizabeth Filips,Education,85690,4672,0,487.0
1912,q_H8RHXEsN0,UCUFFHXvzAMRSD8Bq4bJppxQ,27,"My ""Lazy Principle"" of Productivity",Elizabeth Filips,Education,84853,5104,0,353.0
1913,yyaQ4GAeAEI,UCUFFHXvzAMRSD8Bq4bJppxQ,27,The Real Reason I'm so 'Productive',Elizabeth Filips,Education,65771,4890,0,252.0
1914,wHH6lW8KsxU,UCUFFHXvzAMRSD8Bq4bJppxQ,27,How I Work 5x Faster,Elizabeth Filips,Education,85774,4585,0,587.0
1915,JfZvWrUXhWY,UCUFFHXvzAMRSD8Bq4bJppxQ,27,How I Consistently Study with a Full Time Job: My Scheduling Formula,Elizabeth Filips,Education,3625598,119915,0,855.0
1916,aQZQm9aZ-Cs,UC0vDvO-UpJBoa-fhvfWwN_g,17,10 MIN YOGA FLOW: Yoga For Energy + Grounding | YOGA BREAK,Tana Yoga,Sports,13138,595,0,722.0
1917,5NP8VEmExUc,UC0vDvO-UpJBoa-fhvfWwN_g,17,GROUNDING YOGA FLOW to Unwind + Centre | 15 min Yoga ~ Gentle + Slower,Tana Yoga,Sports,15960,828,0,886.0
1918,pP_KihcABF0,UCUFFHXvzAMRSD8Bq4bJppxQ,27,The Man Who Changed My Life | Naval Ravikant,Elizabeth Filips,Education,116860,6105,0,738.0
1919,ALfGh3-4JUo,UCUFFHXvzAMRSD8Bq4bJppxQ,27,Buy a Notebook. It Will Make You Confident.,Elizabeth Filips,Education,177593,11251,0,564.0
1920,v8EaeKusFvA,UCUFFHXvzAMRSD8Bq4bJppxQ,27,How I Can Study 10h a Day: The Perfect Schedule for Chaotic People,Elizabeth Filips,Education,437350,22583,0,781.0
1921,lnFHwl2Dbr0,UCUFFHXvzAMRSD8Bq4bJppxQ,27,How I Remember Everything I Read,Elizabeth Filips,Education,704517,26987,0,1109.0
1922,AjoxkxM_I5g,UCoOae5nYA7VqaXzerajD0lg,27,How I Remember Everything I Read,Elizabeth Filips,Education,2714810,109671,0,953.0
1923,lnFHwl2Dbr0,UCUFFHXvzAMRSD8Bq4bJppxQ,27,How I Remember Everything I Read,Ali Abdaal,Education,704517,26987,0,1109.0
1924,AjoxkxM_I5g,UCoOae5nYA7VqaXzerajD0lg,27,How I Remember Everything I Read,Ali Abdaal,Education,2714810,109671,0,953.0
1925,3Hbtt2ZPSYg,UCUFFHXvzAMRSD8Bq4bJppxQ,27,4 Reading Mistakes You Need To Stop Making,Elizabeth Filips,Education,529496,23351,0,503.0
1926,cFNvmZBpH4I,UCxgbmfU0a2wEBCiklVGkqlA,22,i quit my ux design job...and I’m lowkey freaking out,mimi michi,People & Blogs,35487,1110,0,719.0
1927,83av_Gi1Lwg,UCBqtjfCoec6UFCz4Top_4KQ,22,Halls Cough Drops,,People & Blogs,9805,1377,0,7.0
1928,vmgxkk2iPSY,UCHMzTipWSttV7QmMz3donMQ,26,⚡Notion Hack: How To Use Notion Template Buttons as Handy Shortcut Widgets,Landmark Labs,Howto & Style,8367,78,0,905.0
1929,cfiw3lwrkp0,UCZ59iKBmGRfQlnl73sOX0Lw,27,How I stay productive 98% of every day.,Sebastian Ghiorghiu,Education,1283644,70642,0,878.0
1930,lhpY1frNqdA,UCoOae5nYA7VqaXzerajD0lg,27,The 5 Magical Apps That Changed My Life,Ali Abdaal,Education,1853150,55298,0,676.0
1931,FEOINxblh4M,UCd_WBvzBg1UbHE8j8MIL5Ng,27,Notion API Guide: How to Integrate with 200+ Apps (With NO Coding),Thomas Frank Explains,Education,196638,4441,0,1470.0
1932,x60S5vthpck,UCUFFHXvzAMRSD8Bq4bJppxQ,27,popular but bad life advice i’m glad i didn’t follow,Elizabeth Filips,Education,477195,32196,0,1032.0
1933,7M6bIeVbCqA,UCwAnu01qlnVg1Ai2AbtTMaA,27,My Simple Productivity System (for normal people)!,Jeff Su,Education,1092054,27621,0,424.0
1934,U8toifm_Tjo,UCUfRSps9rj7-i4xB7U-8zDQ,27,3 Easy Ways to Convert a Word Document into a PDF File,TeachMe,Education,97592,316,0,160.0
1935,z6ElLJ8usLU,UCK8YMJaS_ITUED3vwpADSgg,22,"The UX design process, explained | A step by step overview",Rachel How,People & Blogs,85322,4192,0,700.0
1936,u2xCkBoeYvE,UCxgbmfU0a2wEBCiklVGkqlA,22,5 things I hate about UX Design,mimi michi,People & Blogs,153890,6687,0,514.0
1937,hYOHsjq-h6w,UCxgbmfU0a2wEBCiklVGkqlA,22,the TRUTH about UX design,mimi michi,People & Blogs,90285,2309,0,295.0
1938,mFvdHfhVIsQ,UCvcEBQ0K3UsQ8bzWKHKQmbw,22,I replaced Social Media with Micro-Journalling for 1 Year,struthless,People & Blogs,503540,36932,0,838.0
1939,OQ4bHGhHaD4,UCSziSLMFFNT4PaRQhEwANzg,27,"Best FREE 9 Resources To Self-Study UX Design: Books,Courses, Channels and Websites",Ahmet Efeoglu,Education,164,13,0,420.0
1940,wHcASKv1mf0,UC0vDvO-UpJBoa-fhvfWwN_g,17,YOGA WORKOUT For Tone And Strength | 20 Min Strong Power Flow,Tana Yoga,Sports,38116,1885,0,1215.0
1941,wHcASKv1mf0,UC0vDvO-UpJBoa-fhvfWwN_g,17,YOGA WORKOUT For Tone And Strength | 20 Min Strong Power Flow,Tana Yoga,Sports,38116,1885,0,1215.0
1942,VzQCS4Rd1dc,UC0vDvO-UpJBoa-fhvfWwN_g,17,Vinyasa Yoga Intermediate Flow: Energize + Uplift (20 mins),Tana Yoga,Sports,14778,455,0,1178.0
1943,tMRFR_QrhXk,UC0vDvO-UpJBoa-fhvfWwN_g,17,15 Minute MORNING YOGA To Feel Connected + Energised | Energising Morning Yoga Flow (all levels),Tana Yoga,Sports,33067,1617,0,974.0
1944,3zICP8XADfs,UCzAF54cHk1ZO82af-8E3qOQ,27,What Does A UX Designer Actually Do? (In 2023),CareerFoundry,Education,362276,11777,0,783.0
1945,B3pis6S8pWs,UCVyRiMvfUNMA1UPlDPzG5Ow,26,Teaching my 10 year old Daughter Web Design,DesignCourse,Howto & Style,15096,731,0,713.0
1946,TgqeRTwZvIo,UCVyRiMvfUNMA1UPlDPzG5Ow,26,What is UI vs. UX Design? A Practical Example in Under 6 Minutes,DesignCourse,Howto & Style,809437,21542,0,345.0
1947,7OhauLZpJoU,UCK8YMJaS_ITUED3vwpADSgg,22,"How I became a UI/UX Designer in 3 months | No degree, no experience, self-taught",Rachel How,People & Blogs,849703,45565,0,328.0
1948,3Kuwc5xu58o,UCK8YMJaS_ITUED3vwpADSgg,22,"8 ways to get started in UX and Product Design for free in 2023 | Self-taught, no degree",Rachel How,People & Blogs,172690,14009,0,493.0
1949,_lNlxBMp93A,UCK8YMJaS_ITUED3vwpADSgg,22,I built 8 income streams in 6 months. Here's what I learned.,Rachel How,People & Blogs,1096820,50344,0,609.0
1950,HB__TF9rp0E,UCUFFHXvzAMRSD8Bq4bJppxQ,27,You’re Not Slow: Become a Speed Reader in 15 Minutes,Elizabeth Filips,Education,1022479,51622,0,743.0
1951,AxYDijh15Q0,UCfiE27GUC9mT5RbuVrFPzRQ,22,引流赚钱小红书和YouTube到底该选哪个？Danny的澳洲笔记,Danny的澳洲筆記,People & Blogs,21803,320,0,672.0
1952,LyGKycYT2v0,UCYO_jab_esuFRV4b17AJtAw,27,"Dot products and duality | Chapter 9, Essence of linear algebra",3Blue1Brown,Education,2052373,39237,0,852.0
1953,LyGKycYT2v0,UCYO_jab_esuFRV4b17AJtAw,27,"Dot products and duality | Chapter 9, Essence of linear algebra",3Blue1Brown,Education,2052373,39237,0,852.0
1954,fixfN8MNvoQ,UC2UXDak6o7rBm23k3Vv5dww,27,How to Get Over Fear of Failure (and stop procrastinating),Tina Huang,Education,89402,5511,0,688.0
1955,NoLg2qFiOxw,UC3LCokV1C_1HGI4W5rftmvQ,27,49 Spectacular Notion Tips for 2023! (Become a Notion PRO!) 💻✨,Productive Dude,Education,494128,23444,0,2965.0
1956,XAxrRK1hAeo,UCUFFHXvzAMRSD8Bq4bJppxQ,27,"Fakeness, Wives & Competition - Q&A with my boss",Elizabeth Filips,Education,341640,10128,0,1768.0
1957,dlKBmzQbiyU,UCoOae5nYA7VqaXzerajD0lg,27,Answering Uncomfortable Questions With My Personal Assistant,Ali Abdaal,Education,1105220,27955,0,1485.0
1958,r6eIpF-2C5s,UCUFFHXvzAMRSD8Bq4bJppxQ,27,Habits I'm quitting in 2022,Elizabeth Filips,Education,84997,3685,0,683.0
1959,jeSkdpQQtz4,UCoOae5nYA7VqaXzerajD0lg,27,How I Became A Better Speaker,Ali Abdaal,Education,175668,9780,0,684.0
1960,5jUbukComgU,UCUFFHXvzAMRSD8Bq4bJppxQ,27,Productivity YouTube is worse than you think.,Elizabeth Filips,Education,721674,38733,0,335.0
1961,6Fa5f9_4Oi4,UCoOae5nYA7VqaXzerajD0lg,27,The KEY to Staying Motivated #shorts,Ali Abdaal,Education,357743,23200,0,46.0
1962,6Fa5f9_4Oi4,UCoOae5nYA7VqaXzerajD0lg,27,The KEY to Staying Motivated #shorts,Ali Abdaal,Education,357743,23200,0,46.0
1963,49nK_Zj-g1Q,UC0vDvO-UpJBoa-fhvfWwN_g,17,VINYASA POWER FLOW: Yoga For Arms and Abs ~ Intermediate Yoga For Strength 🔥,Tana Yoga,Sports,12603,594,0,1610.0
1964,g7J7RNRa5kk,UCUFFHXvzAMRSD8Bq4bJppxQ,27,A Day in the Life of Ali Abdaal’s Personal Assistant,Elizabeth Filips,Education,967441,27636,0,363.0
1965,vyVpRiqOvt4,UCoOae5nYA7VqaXzerajD0lg,27,How Writing Online Made me a Millionaire,Ali Abdaal,Education,2547090,109071,0,973.0
1966,vyVpRiqOvt4,UCoOae5nYA7VqaXzerajD0lg,27,How Writing Online Made me a Millionaire,Ali Abdaal,Education,2547090,109071,0,973.0
1967,JHKiDe8E4hY,UCoOae5nYA7VqaXzerajD0lg,27,I Journaled Everyday for 90 Days. Here’s What I Learned.,Ali Abdaal,Education,791243,26017,0,1168.0
1968,sdd4BST87ks,UChfo46ZNOV-vtehDc25A1Ug,22,Alex Hormozi: How He Built A $150 Million Empire And His Best Business Advice,Deep Dive with Ali Abdaal,People & Blogs,404723,9773,0,5258.0
1969,W7CDWX66kOc,UCUFFHXvzAMRSD8Bq4bJppxQ,27,My Minimalistic 3 Minute Daily Makeup Routine,Elizabeth Filips,Education,37382,1829,0,392.0
1970,We38szKswZU,UCUFFHXvzAMRSD8Bq4bJppxQ,27,I wore the same dress for a month and no one noticed,Elizabeth Filips,Education,502080,18728,0,581.0
1971,V2gT_1qr_To,UCUFFHXvzAMRSD8Bq4bJppxQ,27,How I Designed My Life,Elizabeth Filips,Education,78431,3067,0,673.0
1972,eekEWPYB66c,UCNKcz3j3_V3cVVJIify4f0g,26,How to HIGHLIGHT TEXT on a Web Page,David's Tutorials,Howto & Style,61713,777,0,415.0
1973,2I44oMVd4Cw,UCUFFHXvzAMRSD8Bq4bJppxQ,27,Become a Better Reader in 8 Minutes,Elizabeth Filips,Education,1276995,67415,0,495.0
1974,opXh4muMNho,UC0vDvO-UpJBoa-fhvfWwN_g,17,30 MIN FULL BODY POWER YOGA WORKOUT | Strengthen +  Tone,Tana Yoga,Sports,24713,1293,0,1756.0
1975,vs8WQh2k-Ow,UCd_WBvzBg1UbHE8j8MIL5Ng,27,The ULTIMATE Second Brain Setup in Notion,Thomas Frank Explains,Education,799767,15474,0,2717.0
1976,ir5cD49qRww,UCLsooMJoIpl_7ux2jvdPB-Q,27,Monster Party + More Kids Halloween Songs! | Super Simple Songs,Super Simple Songs - Kids Songs,Education,10862450,13142,0,3590.0
1977,cV1dEEm7q90,UCo1qXBqNLVvryrcf_dLVkEg,28,Create Flowcharts from Notion Databases,William Nutt,Science & Technology,33752,444,0,566.0
1978,hrdTwz_3wMQ,UCd_WBvzBg1UbHE8j8MIL5Ng,27,10 Things You're Doing WRONG in Notion,Thomas Frank Explains,Education,232409,5809,0,1502.0
1979,94iOXhj9LX0,UCRO63umhhv6zfu9Zqnxryhw,29,Quincy | Meet Dr. Tu-Mai Tran | Harvard Vanguard Internal Medicine,Atrius Health,Nonprofits & Activism,1648,0,0,101.0
1980,_wzJnWCBWkI,UCUFFHXvzAMRSD8Bq4bJppxQ,27,You're Not Slow: Become a Speed Learner in 20 Minutes,Elizabeth Filips,Education,2080434,98914,0,1159.0
1981,mAJOpO73d8Y,UCd_WBvzBg1UbHE8j8MIL5Ng,27,Notion Databases - Full Course for Beginners,Thomas Frank Explains,Education,244674,6078,0,2934.0
1982,mAJOpO73d8Y,UCd_WBvzBg1UbHE8j8MIL5Ng,27,Notion Databases - Full Course for Beginners,Thomas Frank Explains,Education,244674,6078,0,2934.0
1983,OOYmBRr3zVs,UCwAnu01qlnVg1Ai2AbtTMaA,27,Easily Manage Complex Projects in Notion!,Jeff Su,Education,117352,2472,0,567.0
1984,bMKsvo2mE_0,UCmvYCRYPDlzSHVNCI_ViJDQ,27,Ramses Oudt: Getting Started with Networked Thinking Using Logseq,Tiago Forte,Education,4008,65,0,3430.0
1985,tOS53fSDqVw,UCmvYCRYPDlzSHVNCI_ViJDQ,27,The First 30 Days Using a Notes App,Tiago Forte,Education,225610,7446,0,624.0
1986,f3dDVtJ2sec,UCmvYCRYPDlzSHVNCI_ViJDQ,27,Pick a Notes App: Your Notetaking Style (Part 1),Tiago Forte,Education,493742,14325,0,481.0
1987,-Y_6U0FoqDk,UCmvYCRYPDlzSHVNCI_ViJDQ,27,Ali Abdaal's FULL Second Brain System (every app),Tiago Forte,Education,364765,9249,0,1003.0
1988,-Y_6U0FoqDk,UCmvYCRYPDlzSHVNCI_ViJDQ,27,Ali Abdaal's FULL Second Brain System (every app),Tiago Forte,Education,364765,9249,0,1003.0
1989,FARXrLsBNJY,UCaffuWQ2mLfRevosyKoz87Q,27,Why I'm able to study 70+ hours a week and not burn out (how to stay efficient),Zach Highley,Education,3243606,146882,0,769.0
1990,iLE8AnaFwo8,UC0vDvO-UpJBoa-fhvfWwN_g,17,"VINYASA FLOW: INTERMEDIATE, DYNAMIC Class ~  30 Min Yoga For Strength + Savasana Included",Tana Yoga,Sports,12174,481,0,1776.0
1991,kBuKdHQYPps,UCG2CL6EUjG8TVT1Tpl9nJdg,27,Learning with Ms Rachel Halloween | Videos for Toddlers | Kids Songs | Wheels on The Bus | Speech,Ms Rachel - Toddler Learning Videos,Education,33612817,60262,0,2431.0
1992,XcOiVo1RrtI,UC0vDvO-UpJBoa-fhvfWwN_g,17,Vinyasa Sequence: Intermediate Yoga Flow (24 mins),Tana Yoga,Sports,12655,468,0,1473.0
1993,OP3dA2GcAh8,UCoOae5nYA7VqaXzerajD0lg,27,The Second Brain - A Life-Changing Productivity System,Ali Abdaal,Education,1254645,42421,0,937.0
1994,4bxpsvcW2mc,UCUFFHXvzAMRSD8Bq4bJppxQ,27,My Second Brain in Notion - Full Setup,Elizabeth Filips,Education,717791,22617,0,878.0
1995,wQ6psZ3usZM,UCl2d5Qgfcactbzkfpp0ayug,27,How I Stay Productive When I Have ZERO Motivation!,Mike Dee,Education,63460,8063,0,60.0
1996,XfwUDljlI8w,UCQ4FNww3XoNgqIlkBqEAVCg,27,3 Books That Made Me A Millionaire At 21!,Iman Gadzhi,Education,998986,51941,0,1088.0
1997,Afk0h0dPBhE,UCvcEBQ0K3UsQ8bzWKHKQmbw,22,"If you’re feeling behind in life, watch this.",struthless,People & Blogs,3072942,224342,0,613.0
1998,3U82Ao5eb8g,UCEHp_b02I0GvTYCBPX_0w1g,27,7 Adulting Skills that Pay Off Forever,Mariana Vieira,Education,355259,12925,0,713.0
1999,Rvey9g0VgY0,UCJ24N4O0bP7LGLBDvye7oCA,1,I learned a system for remembering everything,Matt D'Avella,Film & Animation,5684421,278439,0,650.0
2000,rcGnKNneNh0,UC0vDvO-UpJBoa-fhvfWwN_g,17,20 Min YOGA WORKOUT: POWER YOGA FLOW ~ Full Body Workout For Strength + Mobility,Tana Yoga,Sports,41486,1423,0,1258.0
2001,QnbmNqX7OC4,UCaffuWQ2mLfRevosyKoz87Q,27,The danger of a distracted life,Zach Highley,Education,325334,16694,0,905.0
2002,spPmSdUZB40,UC1CXs5dtO8_Zrsm-48saJfg,22,How to GET TO THE POINT when speaking 🙊 stop rambling!,Vicky Zhao [BEEAMP],People & Blogs,39845,1671,0,647.0
2003,PkPfdR80u_8,UC1CXs5dtO8_Zrsm-48saJfg,22,How to articulate your thoughts effectively (like Steve Jobs),Vicky Zhao [BEEAMP],People & Blogs,188116,8850,0,1099.0
2004,PkPfdR80u_8,UC1CXs5dtO8_Zrsm-48saJfg,22,How to articulate your thoughts effectively (like Steve Jobs),Vicky Zhao [BEEAMP],People & Blogs,188116,8850,0,1099.0
2005,WL2iX4WzVpE,UC1CXs5dtO8_Zrsm-48saJfg,27,How to Manage Speaking Anxiety (3 proven techniques),Vicky Zhao [BEEAMP],Education,6503,364,0,587.0
2006,3xI5X4hd39o,UC1CXs5dtO8_Zrsm-48saJfg,27,Think Fast and Talk Smart Under Pressure,Vicky Zhao [BEEAMP],Education,68395,3553,0,484.0
2007,lCrMAtbBUJA,UCoOae5nYA7VqaXzerajD0lg,27,15 Books To Read to Change Your Life,Ali Abdaal,Education,817521,29403,0,1398.0
